restaurant_id,items_count,prep_complexity,time_of_day,orders_last_10min,external_load,merchant_reliability,rider_distance_km,actual_kpt,complexity_score,rush_factor,merchant_speed_inverse,kitchen_load_index
71,5,1,1,9,8,0.6086359644570701,4.5281211168268225,12.39744270626033,5,1.0,1.6430182545851422,6.864301825458513
45,6,3,5,4,11,0.753406037804122,4.053363136913314,19.904501641751178,18,1.0,1.3273055295848186,9.33273055295848
132,3,1,16,18,5,0.6275082407884591,4.875531694680573,15.040790251070952,3,1.0,1.5936045696284529,9.259360456962845
36,5,3,15,10,14,0.9168423117659832,3.2377232891740793,20.53970121923069,15,1.0,1.0907000987703566,11.409070009877036
70,1,2,16,6,6,0.8949078732502818,2.849777620179521,4.978032449515002,2,1.0,1.117433458673267,4.3117433458673275
159,4,2,19,4,3,0.9607952377172624,2.835382351749744,10.350873671618142,8,1.5,1.0408044927198885,7.056120673907984
19,2,2,8,19,11,0.6945615835812459,2.2390176850445522,19.08756548556926,4,1.0,1.439757141251429,11.143975714125142
189,6,4,4,11,9,0.7825183532511195,2.6091053025311344,32.93842346881513,24,1.0,1.2779252982953206,13.527792529829533
108,7,1,22,18,0,0.673795150865759,3.3593566241090764,15.587770589947107,7,1.0,1.4841305977270696,9.448413059772708
182,6,4,0,14,8,0.7484939737896478,4.698264234003247,27.611362926172887,24,1.0,1.3360161003527784,14.533601610035278
167,4,3,5,11,11,0.8088973006267536,3.1814795221521397,16.912086528878415,12,1.0,1.2362508803344694,10.323625088033447
91,4,1,23,3,5,0.6213323159354356,4.357021740428152,8.260626207449844,4,1.0,1.6094446954597366,3.560944469545974
90,7,2,13,11,2,0.8859481642709541,4.382509600861253,14.945050336498204,14,1.5,1.1287342085334067,13.669310131280014
19,1,1,16,17,3,0.81731734414843,2.8347470413171663,8.603118338182146,1,1.0,1.2235149628959712,7.822351496289598
39,5,2,18,16,9,0.9315836068842693,2.063613386739297,19.206863737501386,10,1.0,1.0734409586108464,11.307344095861085
126,3,4,0,18,11,0.7087122004764789,3.3780824299943646,26.475091742608512,12,1.0,1.4110099971859995,13.1411009997186
195,6,4,0,15,5,0.9613284421077017,2.506448038616792,28.04189523464207,24,1.0,1.040227206642832,14.304022720664282
173,7,2,12,10,5,0.9994777012121774,0.866483902948698,16.01782144179972,14,1.5,1.000522571726402,13.95007838575896
141,6,2,13,1,11,0.9677193753510698,2.2001409519459516,16.18977535588084,12,1.5,1.0333574231033862,9.455003613465507
126,4,3,5,15,8,0.9111569903332617,4.973324621221963,22.86158580701587,12,1.0,1.0975057104421087,11.30975057104421
58,5,4,5,0,3,0.9249475211495123,0.7183034151182924,18.98423725441592,20,1.0,1.081142418498742,6.708114241849874
148,6,4,0,16,4,0.8294976970178346,3.63500110355417,31.843665700179642,24,1.0,1.2055488563683132,14.520554885636832
61,3,3,13,17,4,0.6760615451650442,4.285349172820612,20.165708981460476,9,1.5,1.4791552738824598,15.67187329108237
127,4,4,2,12,2,0.8708162740590869,3.4192665656392043,17.755884010346417,16,1.0,1.148347854523614,10.114834785452363
105,3,2,22,4,1,0.8851012008239726,3.063867040234805,7.247854851337216,6,1.0,1.1298143071877702,3.712981430718777
167,5,1,9,5,7,0.9941540561071622,3.683994876404409,10.940962435912981,5,1.0,1.0058803199131219,5.000588031991312
1,6,1,18,0,9,0.8165205265025287,2.4320423178484507,11.37855543214425,6,1.0,1.2247089540827398,3.7224708954082737
131,2,4,18,9,14,0.7085476060100225,0.9111278178899453,17.72515403810621,8,1.0,1.4113377725333176,8.941133777253333
92,6,3,18,4,8,0.8734690086958027,4.830672894365218,18.06914279165871,18,1.0,1.1448603099188646,8.714486030991885
190,5,2,22,0,9,0.9917503278665818,2.4453534649288824,8.748236020125148,10,1.0,1.0083182953427046,4.90083182953427
191,6,1,3,10,10,0.6708855633076376,3.494251567256079,16.41708957808437,6,1.0,1.4905671767175075,7.94905671767175
113,7,2,19,6,12,0.730399167414241,2.8908969660018284,18.005740174117797,14,1.5,1.3691143755546706,13.7053671563332
153,6,4,18,17,8,0.8167523815090725,0.7460288238989955,31.98098193377395,24,1.0,1.2243612906917394,15.722436129069173
56,1,4,9,19,13,0.668085853952802,4.787359704466423,18.003297013140333,4,1.0,1.4968136117287805,11.549681361172878
161,6,1,1,9,4,0.6088882558079753,4.066417517514455,10.664380171138678,6,1.0,1.6423374740132437,6.364233747401324
166,6,4,3,14,10,0.7347932489765002,1.170940525112277,32.008385041974236,24,1.0,1.3609270381742191,14.936092703817422
117,3,3,23,3,8,0.9461483206004232,4.917419943297201,11.646204505413753,9,1.0,1.0569167415161744,5.605691674151617
134,2,4,5,15,3,0.6173873597294859,3.8160561747726858,17.141123096044588,8,1.0,1.619728658581801,9.16197286585818
58,3,4,6,14,1,0.771571623606767,2.6254474269273897,14.208671758603291,12,1.0,1.2960559582601394,9.529605595826013
44,3,4,15,14,2,0.9048803091704329,3.2511652545180794,16.957152569739772,12,1.0,1.1051185332088505,9.710511853320885
173,4,2,6,11,0,0.9812730387643541,0.9803150690656888,10.097053027654777,8,1.0,1.0190843531778142,6.901908435317782
160,1,2,17,7,4,0.9941901596017729,3.0218517950702495,3.8469157230976108,2,1.0,1.005843791896466,4.3005843791896465
173,3,1,19,7,0,0.7687877522434967,0.8314748240767673,3.563396951992809,3,1.5,1.3007491301490868,5.745112369522364
61,7,1,21,17,11,0.9801537177516471,2.9518486570368587,17.551528864665084,7,1.5,1.0202481323989445,16.803037219859846
47,5,1,18,5,10,0.6141675893123455,2.9871305994325343,11.471526501344028,5,1.0,1.6282200777147047,5.662822007771471
149,7,4,8,4,0,0.8983667751994224,4.434974533223348,23.803544249027574,28,1.0,1.1131311036942753,10.111313110369428
80,5,2,19,1,13,0.8570984138534452,3.762758751225323,15.137051611867433,10,1.5,1.166727162058416,9.175009074308763
118,6,3,9,11,10,0.699808743034461,1.6229857649680401,25.256508255403038,18,1.0,1.4289618555833856,11.94289618555834
164,4,4,12,3,10,0.8029274002718596,4.497917639845356,18.311753062063385,16,1.5,1.2454426136926133,12.186816392053892
147,1,4,17,12,12,0.6518214951041982,3.079591991816026,15.254139285317887,4,1.0,1.5341623550480536,8.553416235504807
20,7,4,15,16,6,0.9486388603806244,3.228707653583152,34.454038021411996,28,1.0,1.054141930891138,16.105414193089114
185,1,3,21,15,1,0.7431592342182591,1.2604161614998024,6.199970076165721,3,1.5,1.3456066398097248,10.851840995971461
146,7,1,16,8,14,0.8504177881862867,4.359981181861013,15.580902322908269,7,1.0,1.1758926187712184,8.217589261877123
47,6,3,21,0,7,0.6635105145149048,4.689343017574448,17.207383445281884,18,1.5,1.5071351216357196,10.426070268245358
49,5,1,12,14,5,0.6824659378524829,3.9874579227270868,17.114329517574472,5,1.5,1.4652745939917562,12.369791189098766
14,2,3,11,11,3,0.9967825483212608,4.733386036902528,8.683284072134065,6,1.0,1.0032278370885985,6.9003227837088605
143,4,2,9,4,8,0.9012345577765317,1.8603495685505564,8.70381154052617,8,1.0,1.1095890535613016,5.710958905356129
159,7,4,0,17,14,0.9847887479096283,4.37503625763247,33.08849194592547,28,1.0,1.015446208258025,18.101544620825802
1,7,4,7,19,9,0.7183404660848176,2.700019142886841,34.08175786096383,28,1.0,1.3920975459593914,17.93920975459594
117,6,4,20,1,7,0.6658251506479281,1.2376274132461322,21.66574056025676,24,1.5,1.501895804066397,13.725284370609959
54,4,1,21,3,12,0.8012273853915324,3.5096026956503055,7.94947902724536,4,1.5,1.2480851481522117,7.387212772222833
118,5,3,17,14,9,0.7978673128909374,3.578541218176455,21.813502205896402,15,1.0,1.2533412308578842,12.025334123085791
3,5,2,1,5,2,0.6699786055031951,1.7911603119051056,10.705900733198742,10,1.0,1.492584974782797,5.54925849747828
144,7,3,15,11,2,0.893287827832564,0.6237199923240653,23.7780364413406,21,1.0,1.1194600092406475,11.211946000924064
185,2,4,11,17,3,0.7447110137754936,1.399312665885035,16.635588003136274,8,1.0,1.3428027536886513,9.934280275368867
12,2,2,8,19,13,0.6745460923722069,2.2989989645324904,19.804304633327302,4,1.0,1.4824783825865102,11.548247838258652
74,1,2,2,3,8,0.7327933578173154,1.2540330997694085,6.741631709623525,2,1.0,1.3646411902239144,3.536464119022392
16,4,4,21,0,8,0.825463479854006,1.3731347670782188,11.483654870125767,16,1.5,1.2114406323304128,9.781716094849562
102,4,3,20,14,4,0.8905883728721773,2.261257989720213,18.476812428725033,12,1.5,1.122853195101758,15.168427979265264
152,5,4,3,17,11,0.7927563544229939,4.828039764388522,29.964622051907593,20,1.0,1.2614216138675394,15.126142161386754
156,1,3,1,13,8,0.8102379959313494,3.9390958193344177,12.565323763705829,3,1.0,1.2342052644057055,7.82342052644057
117,6,2,7,2,5,0.6555783743770993,1.9388678055195385,10.820723790376821,12,1.0,1.5253706331453571,5.552537063314535
8,4,2,9,14,7,0.9658763698832928,4.782218310133467,15.957301724967582,8,1.0,1.0353291903401989,9.50353291903402
122,1,4,15,4,10,0.9714896791968177,3.405410565164297,9.462313478559627,4,1.0,1.0293470135748155,4.9029347013574816
92,1,2,22,2,7,0.8733706361672015,2.5495234008806307,7.771354298670657,2,1.0,1.1449892618196018,2.91449892618196
164,7,1,10,6,11,0.6070525635736098,2.6073508952981617,10.103153227212221,7,1.0,1.6473038086079053,6.864730380860791
90,5,2,17,5,9,0.8148296863613305,2.3483501052592635,15.013908407775185,10,1.0,1.2272503281827623,6.922725032818276
136,1,1,21,0,14,0.8516875888354454,1.5484642364567285,8.532351852333553,1,1.5,1.1741394533732135,4.826120918005982
186,2,2,13,18,6,0.997861689183244,2.239844864961676,12.463157607756827,4,1.5,1.0021428929880114,14.550321433948204
60,2,4,7,6,3,0.9984267820779187,2.8755337281952666,9.144321335858306,8,1.0,1.0015756968365843,5.500157569683659
178,3,4,22,3,3,0.943044494130223,2.8761230782859943,11.565462052937132,12,1.0,1.0603953537974977,5.50603953537975
28,5,1,14,11,5,0.6255323968104454,3.927816059956331,15.86682822875937,5,1.5,1.5986382241734305,10.589795733626016
101,7,4,16,19,13,0.981310556311492,2.114590357208087,42.684034230528134,28,1.0,1.01904539145972,18.701904539145975
41,6,2,20,17,8,0.8450644988607996,3.7255911318677857,19.568464442987246,12,1.5,1.183341628181119,18.177501244227166
192,3,2,17,8,6,0.9203547081916718,3.1014132744590808,10.15482583998329,6,1.0,1.0865376045772794,6.308653760457728
155,2,4,5,18,4,0.7628771398743415,4.828304320370755,18.0732277174995,8,1.0,1.3108270620937947,10.53108270620938
191,7,2,22,3,4,0.7278677884938359,2.2337821671529223,14.657173428526612,14,1.0,1.3738758821423909,6.33738758821424
145,3,3,13,0,7,0.7852976581935232,4.555474089173556,9.531000511570072,9,1.5,1.2734024984874808,6.341010374773122
161,5,3,22,8,5,0.6587498051875308,4.192891462842303,16.08627245272455,15,1.0,1.5180270143917889,8.851802701439178
157,7,2,2,14,0,0.7428264555013224,3.369489280652556,16.12972676572538,14,1.0,1.3462094579347137,9.934620945793473
141,5,4,6,7,0,0.9430469999073114,3.4453151003395277,15.231403152110687,20,1.0,1.060392536213239,8.906039253621325
46,1,1,14,14,8,0.6151801945043526,0.8809247057288481,7.928450545911579,1,1.5,1.6255399782590445,11.493830996738858
35,4,4,20,14,7,0.6603512187298418,4.776010725170446,20.25119357577917,16,1.5,1.514345656730154,17.927151848509524
134,1,1,23,17,5,0.6500464638597941,0.9812122857308476,14.522950987318822,1,1.0,1.5383515726895576,8.253835157268957
82,5,4,15,6,12,0.7612302170800912,3.034549889345782,25.49809664419197,20,1.0,1.3136630385427635,10.931366303854277
115,7,2,15,17,0,0.9987947603563447,1.9853186020211953,20.508966799538182,14,1.0,1.0012066939991007,11.10012066939991
197,2,3,7,15,13,0.6693431720845531,2.434333902304333,18.51588349511814,6,1.0,1.494001943555611,10.549400194355561
47,6,4,6,1,1,0.658193059839704,3.2458235487656766,18.90060069218041,24,1.0,1.519311066943701,7.95193110669437
153,2,1,5,3,9,0.9660222919104617,4.589831200470448,5.430560570113425,2,1.0,1.0351727991932174,3.703517279919322
194,7,3,1,19,2,0.9528202067863862,2.5590520560753567,24.120489058136954,21,1.0,1.0495159452723393,14.404951594527235
10,1,1,21,15,9,0.6128961479986218,4.944782998878985,14.369581141024364,1,1.5,1.631597789063358,12.394739668359502
56,6,2,12,2,11,0.900682384071726,3.167654294081749,16.203993144520762,12,1.5,1.1102692999049095,10.066540394985736
30,7,3,11,1,2,0.8621862805905718,1.222492741889785,14.374966571875493,21,1.0,1.1598421623167443,7.215984216231675
109,5,1,14,2,1,0.9070963239410836,1.3550418267406352,1.5833121769226772,5,1.5,1.1024187548851212,3.9153628132327682
5,2,4,8,4,11,0.7978009819183689,3.72249966015163,13.407932439546967,8,1.0,1.2534454364739303,6.325344543647393
119,5,2,1,1,1,0.9965516873793182,0.7267900740952179,7.792794153459142,10,1.0,1.003460244625896,3.70034602446259
33,6,2,16,18,5,0.6175388074843853,2.6615370930000206,23.1302741957742,12,1.0,1.619331429669358,11.961933142966936
118,6,2,4,19,6,0.6937486345615222,1.1669859941158247,25.439648799726804,12,1.0,1.4414442784915047,12.54414442784915
65,2,4,10,1,3,0.758618394789446,2.4494838583003027,4.8669419831821985,8,1.0,1.3181858057601532,3.531818580576015
146,5,4,21,1,0,0.7799111766262813,3.874628399322738,14.876188405470794,20,1.5,1.2821972937043586,9.792329594055655
177,3,3,18,19,5,0.9685469610798074,2.5646581770864536,17.16186727714367,9,1.0,1.0324744593541715,11.403247445935419
11,5,4,23,17,6,0.8240017456309036,1.2355299904141712,25.695013987373123,20,1.0,1.213589662039298,14.12135896620393
85,6,3,6,19,3,0.6180443982081575,1.6336641666048908,25.20431832758648,18,1.0,1.618006736893358,13.761800673689336
26,5,2,1,13,5,0.7631451853702648,2.1539281489348205,19.654421519574207,10,1.0,1.3103666499773794,9.331036664997738
63,7,3,15,14,8,0.766596164947628,0.8130253256888662,29.876444136024652,21,1.0,1.304467783331942,13.630446778333194
86,1,1,11,11,3,0.986196375375114,3.1295193623650484,6.777960356425444,1,1.0,1.0139968316347092,5.401399683163472
59,3,2,22,10,11,0.8396788364084433,3.233902060751226,10.308438810886422,6,1.0,1.1909315283892328,8.119093152838923
27,4,2,14,10,14,0.8542604284635755,0.7796836720965535,18.47703552853691,8,1.5,1.1706032103096984,13.975590481546455
177,7,3,0,6,13,0.8853012125005083,2.310400945283729,25.868741884316467,21,1.0,1.129559053890289,11.412955905389028
161,1,2,12,11,9,0.9080157262728493,2.363003072981262,9.016781335560504,2,1.5,1.1013025116918629,10.36519537675378
98,4,4,22,15,3,0.8540204280809957,2.0021880584867056,23.253351932854294,16,1.0,1.1709321781061186,11.517093217810611
105,2,1,5,4,9,0.6948777404535742,3.0098288314900032,5.20459658685859,2,1.0,1.439102077650754,4.143910207765075
99,4,3,12,1,11,0.9496183657364656,2.056808705270503,15.456241246090674,12,1.5,1.0530546123383593,9.457958191850752
129,7,3,17,15,4,0.8928479201642521,2.373841757650127,26.496434962141663,21,1.0,1.120011569065464,13.212001156906547
149,5,2,2,14,2,0.8967481940387823,4.088855963487225,12.68687377045431,10,1.0,1.1151402441037448,9.111514024410376
55,7,4,0,10,9,0.9986226956938997,1.2294920994359064,30.179801545534783,28,1.0,1.0013792038895564,14.300137920388957
6,4,2,14,5,1,0.9210106139453264,3.286016128865394,8.347281555190246,8,1.5,1.0857638173313848,7.062864572599709
197,6,2,12,12,14,0.9316605612620613,2.775174807608805,22.536994830369974,12,1.5,1.0733522932916293,16.961002843993747
95,1,3,4,18,8,0.9805622062840633,1.8728223686570709,17.305229870169832,3,1.0,1.0198231112634843,9.801982311126348
133,1,2,12,9,12,0.6604535999395575,3.7739059542068483,13.994640660483258,2,1.5,1.5141109081569342,10.12711663622354
102,4,1,21,18,0,0.7990909505912271,2.980347617935166,11.924568504381046,4,1.5,1.25142200554283,12.787713300831424
3,1,2,4,4,4,0.832226809436315,2.648126871323129,5.454190130774727,2,1.0,1.2015955129795943,3.1201595512979594
181,6,2,18,6,4,0.731710291688983,3.5045119164704004,16.952451283816085,12,1.0,1.3666611107679414,6.936666111076794
23,7,3,20,10,7,0.9357613375578022,4.1103063859161235,22.39114873166658,21,1.5,1.0686485537111965,17.710297283056683
53,1,2,23,13,5,0.9049678486582894,4.877009555151093,8.874143890281514,2,1.0,1.1050116327144726,6.910501163271447
165,4,4,17,15,5,0.8883532298032496,3.3320766576936807,19.213023609636164,16,1.0,1.1256783523165415,11.912567835231656
83,3,3,20,17,5,0.9988597759032667,4.434979934301723,16.639415987418587,9,1.5,1.0011415256918341,15.900171228853775
145,3,2,21,3,3,0.7037525493633562,0.5049119346033062,7.104057776818138,6,1.5,1.4209539999601302,5.613143099994019
85,2,1,9,0,14,0.8941829006701685,2.8860606172665104,2.5793417186874086,2,1.0,1.1183394350870768,3.511833943508708
78,1,1,23,14,0,0.8205617899623603,1.4659139694658914,8.432966410332904,1,1.0,1.2186772674923978,6.02186772674924
110,7,3,7,13,2,0.7251956729975504,0.9238660568741173,23.204919921098742,21,1.0,1.378938177976936,12.037893817797695
1,4,3,14,18,12,0.6642347482892503,2.8938695767897644,24.946182978403584,12,1.5,1.505491849945399,20.025823777491812
51,1,2,20,4,12,0.9583535348270189,3.860719277670923,5.745548969263625,2,1.5,1.043456264999845,7.056518439749977
173,5,4,19,3,14,0.8381821930831381,2.355226351134709,22.91911403969488,20,1.5,1.1930580346996364,15.178958705204945
4,6,2,22,12,9,0.9299735350563179,3.515483522049957,22.798452259761532,12,1.0,1.0752994169231294,10.307529941692314
190,1,1,21,17,11,0.8181379936006179,2.703736642284275,14.064115682359438,1,1.5,1.2222876920787031,14.133343153811808
193,1,4,3,11,10,0.6879908322616078,2.466886396817417,8.998144376548073,4,1.0,1.4535077403760388,7.745350774037604
113,3,4,1,14,5,0.7350195252401301,1.8061548819613729,21.45750550678139,12,1.0,1.3605080758545849,10.336050807585458
32,6,4,23,8,4,0.7526155369894186,2.2216708152545204,25.579664619463756,24,1.0,1.3286996492261618,11.332869964922615
34,4,2,5,3,9,0.9891739250014809,2.0740803385749254,10.909737731985755,8,1.0,1.0109445616436996,5.50109445616437
92,1,1,2,4,0,0.602253311352553,3.407842328066967,3.131597689918854,1,1.0,1.6604308870534548,2.066043088705346
95,3,3,6,8,4,0.9942664092098028,1.0220833007561279,12.176499527080917,9,1.0,1.0057666544269095,6.800576665442691
72,2,2,9,12,1,0.9921846540439323,0.916863659095127,12.202163171731447,4,1.0,1.007876906707047,6.300787690670706
39,6,3,22,9,0,0.9984603162120547,3.4700584739380718,19.30707842474058,18,1.0,1.0015420580697554,9.100154205806975
154,3,4,5,15,3,0.7906352715678538,2.9583413144549633,17.60587999184129,12,1.0,1.264805702403043,10.326480570240303
162,3,4,15,12,5,0.9855235878483999,2.435900435341959,20.312862707614634,12,1.0,1.0146890569947749,9.501468905699477
182,7,2,1,3,6,0.758239672739931,1.185992979835566,18.123490383478334,14,1.0,1.31884420711786,6.731884420711786
118,3,1,23,12,8,0.6105177762673547,2.349622003411902,14.199692350821179,3,1.0,1.6379539447874902,7.463795394478749
3,7,4,16,7,4,0.6897388745487059,4.053792934940052,28.03438142876028,28,1.0,1.4498240376175653,12.144982403761759
123,1,3,12,12,7,0.9781184979749539,4.503295561051656,9.435569237704573,3,1.5,1.0223710134000619,10.803355652010012
50,1,3,0,14,7,0.60550587733416,3.6615945648389907,14.460306266734818,3,1.0,1.6515116325586563,8.065151163255866
12,2,2,5,19,10,0.81839765416919,0.7696047914639637,18.73925708767977,4,1.0,1.2218998855943284,10.922189988559433
193,5,3,4,19,8,0.6302406355578716,3.5168439947050336,26.08591315472451,15,1.0,1.5866955311677542,13.858669553116776
54,5,1,12,12,2,0.7145586313710314,1.5844351529583256,12.169419009516718,5,1.5,1.3994652868180868,10.259919793022714
133,5,4,22,4,2,0.6352371402847546,1.9186305936188228,18.303640827858338,20,1.0,1.574215260070806,8.15742152600708
57,7,3,17,5,8,0.9438114484452226,1.3814294358199304,23.00994318628448,21,1.0,1.059533661778885,10.00595336617789
145,6,3,11,4,6,0.8364282838590823,3.9909010577909205,20.19880100022544,18,1.0,1.1955597620231546,8.319555976202315
112,6,4,6,12,14,0.9608425862873251,3.4187095518677557,28.816125829735185,24,1.0,1.0407532037729283,14.904075320377293
47,2,2,14,4,3,0.8753412798160913,3.253257745696314,3.2999666482621888,4,1.5,1.1424115634191265,5.271361734512869
151,6,3,2,12,14,0.9884116524980399,3.505876743511742,24.79873302581167,18,1.0,1.0117242117418108,13.101172421174182
85,5,2,15,19,0,0.8039510619041627,1.5654751763175652,21.67211669467354,10,1.0,1.2438568059497233,10.724385680594974
142,5,2,0,7,6,0.8554842327051497,2.5008998644641274,14.755981000140869,10,1.0,1.1689286158295087,7.116892861582952
66,3,3,15,8,9,0.8305235279556227,3.3496417469704514,16.292191372195216,9,1.0,1.2040598084699088,7.820405980846991
75,6,1,23,18,5,0.793704171778645,3.3646731242823518,18.771467756480185,6,1.0,1.2599152625833603,10.125991526258336
179,1,2,11,19,2,0.9383837461692051,4.0633333823980875,10.029923669011108,2,1.0,1.0656621068750742,8.706566210687509
103,1,3,18,14,13,0.857810054268144,1.7919678500964975,11.507819081424802,3,1.0,1.1657592435812236,9.216575924358121
166,3,2,7,9,4,0.9205249059421892,3.966512547635701,10.233225862410201,6,1.0,1.0863367123961358,6.308633671239614
192,3,4,22,10,2,0.9145455746409653,2.480830162776211,16.566052771097564,12,1.0,1.0934392202297656,8.109343922022976
38,3,1,11,4,7,0.6764180642621181,3.5157771142652066,6.551977950209871,3,1.0,1.478375656763198,4.04783756567632
50,1,1,14,8,4,0.8600654130070575,2.5507372102937906,3.139992564931951,1,1.5,1.1627022606381616,6.624405339095723
98,5,4,1,10,9,0.6798592076725336,4.768745764059244,23.32982592277129,20,1.0,1.470892780026402,11.947089278002641
82,3,4,16,18,9,0.8333281912975083,1.3068601913374,20.874827616814088,12,1.0,1.2000074045772775,12.72000074045773
30,2,2,6,1,5,0.8709738737785202,3.537522898620607,3.33332337898719,4,1.0,1.1481400649387214,2.714814006493872
79,7,4,12,5,1,0.9988940286350347,3.094407503456715,21.583451041498048,28,1.5,1.001107195891917,16.050166079383786
91,3,1,0,0,7,0.6122167912598954,1.2772896842648507,4.969124442938186,3,1.0,1.6334083192035234,2.4633408319203522
179,7,4,5,2,8,0.6364969576454883,0.7970285111525057,25.23184327148293,28,1.0,1.5710994184468248,10.957109941844683
191,4,3,12,2,2,0.6308106785484926,4.096149750372486,11.805243096740536,12,1.5,1.5852616862812454,7.437789252942187
52,3,3,10,13,12,0.759344514506696,1.2085310014081934,17.52835508005335,9,1.0,1.31692529661539,10.43169252966154
166,1,2,9,19,14,0.9286353445943255,1.339280072535992,18.6534230863016,2,1.0,1.0768489545666067,11.107684895456662
79,6,1,15,4,5,0.9376225331148542,4.902954007950677,7.749556628046386,6,1.0,1.0665272694310397,4.506652726943105
30,3,3,23,16,5,0.8947918382884607,3.7276738316448386,18.302474211905633,9,1.0,1.1175783653914182,10.21175783653914
106,6,4,22,14,1,0.9587512967319791,1.6271907872055011,27.25592457913367,24,1.0,1.0430233611246442,13.104302336112465
51,4,3,19,5,9,0.729143977667781,3.1592703206822055,16.92900129665489,12,1.5,1.3714712465960033,11.3057206869894
81,2,3,16,13,7,0.6352618577009196,2.9035032728113097,16.490990626400773,6,1.0,1.5741540088981678,8.557415400889818
133,6,2,16,13,4,0.62326121119594,4.300129703812313,19.238059625979865,12,1.0,1.6044637176781107,9.760446371767813
29,7,4,3,16,10,0.9408530878477546,3.7819433652468097,35.7140258359326,28,1.0,1.0628651942754919,16.90628651942755
132,5,4,4,7,10,0.8921745177414765,4.242745064719336,22.08220359669953,20,1.0,1.1208569401101947,10.91208569401102
138,3,4,22,7,7,0.8794461224044483,1.451779645898131,17.242581852309304,12,1.0,1.1370793213186858,7.913707932131869
184,4,2,13,18,13,0.7358705354182675,3.3809864196515234,20.834490523563794,8,1.5,1.3589346928146835,18.503840203922202
145,4,4,19,8,12,0.7519620754472904,0.6810838628827114,21.512249205227903,16,1.5,1.329854300704153,15.799478145105622
74,6,4,9,10,13,0.9832454115597277,0.8102327552564905,28.010202751072008,24,1.0,1.0170400881034314,13.901704008810341
17,2,3,13,12,7,0.625521897639174,3.7108716471706877,12.483993474627292,6,1.5,1.5986650567696672,12.23979975851545
84,1,3,0,12,14,0.9094926947751171,0.609890461897691,14.147011672326464,3,1.0,1.099514054092828,8.609951405409285
69,3,4,10,18,11,0.7238533294833572,3.108942540052291,23.986235353976998,12,1.0,1.3814953378935753,13.138149533789358
34,4,1,22,18,2,0.6156218473650225,4.281822943000385,12.14164500097473,4,1.0,1.624373800702799,8.96243738007028
6,2,1,17,4,4,0.8970280442969825,2.2097381378811285,4.249870442505886,2,1.0,1.1147923483080382,3.111479234830804
53,5,4,15,15,6,0.7323647542713498,0.7017819657796076,26.84879188832755,20,1.0,1.3654398223941402,13.336543982239414
194,4,1,17,8,4,0.8888590074971185,3.7123135233292706,7.132524216658298,4,1.0,1.1250378199078348,5.312503781990784
126,2,2,7,19,5,0.883061753247248,4.683589036088678,19.9131547711357,4,1.0,1.1324236343865417,9.913242363438656
43,1,3,9,2,1,0.813914750173246,3.7272712642622055,3.1375670530595903,3,1.0,1.2286299023173433,2.0228629902317343
115,1,2,9,18,7,0.9109492516842195,3.1030125935124886,14.314631295294593,2,1.0,1.0977559926100582,9.309775599261005
111,4,3,4,4,4,0.8324153296684974,1.5351297344557702,10.983257452043409,12,1.0,1.201323383122031,6.120132338312202
151,7,1,9,7,5,0.7146547411393043,0.5691903082002365,11.14637424348405,7,1.0,1.3992770808541726,6.0399277080854175
183,4,1,17,13,0,0.8936461204257675,3.6260244881557395,9.694313033279975,4,1.0,1.1190111803132556,6.511901118031326
80,6,4,20,2,9,0.8356559263510894,1.5396177912993183,23.221739531291067,24,1.5,1.1966647617357573,14.879499714260362
95,3,1,23,12,1,0.6050909126759682,4.361732047320609,11.727120187527024,3,1.0,1.6526442209775993,6.065264422097761
118,2,1,5,10,10,0.9606576711081237,2.598638534746751,7.275741780361343,2,1.0,1.0409535363898097,6.704095353638981
144,4,4,2,7,3,0.8182574473297254,2.887860120676053,16.102726495226953,16,1.0,1.2221092557890763,8.322210925578906
8,3,4,7,18,10,0.9474509061918127,3.89271444919865,24.93276897373461,12,1.0,1.0554636588183797,12.905546365881838
132,6,3,8,9,8,0.9530947355928978,4.007437735115044,20.100485233207966,18,1.0,1.0492136433614057,10.70492136433614
104,3,1,4,17,5,0.7779866626940354,3.3919287488625565,10.45068133911216,3,1.0,1.2853690788697716,8.828536907886978
132,4,3,1,17,7,0.8030639985804924,4.722943169357343,20.65609226320159,12,1.0,1.245230768366674,11.924523076836667
184,1,3,1,6,1,0.7663017550702408,4.920342963441887,7.05526883070495,3,1.0,1.3049689543100915,3.6304968954310097
25,2,2,6,15,9,0.7797747101232182,4.760984499685776,13.394530724751677,4,1.0,1.2824216879795733,9.128242168797957
195,2,1,16,5,14,0.9580588635886911,4.208806334047746,8.971028876367027,2,1.0,1.043777202012626,5.504377720201263
96,1,1,9,15,4,0.9152576055871644,3.6753134910991316,10.812448922263739,1,1.0,1.0925885716715469,7.209258857167154
195,7,2,11,15,11,0.6506102705262312,3.484966360467504,23.240173646497748,14,1.0,1.5370184660490724,12.553701846604906
155,4,3,1,0,11,0.8441231126160383,0.9668757961424026,12.531851463625195,12,1.0,1.1846613190117263,5.918466131901172
93,2,1,9,18,12,0.9983626561545369,1.7216795606860062,15.09917421076708,2,1.0,1.001640029137077,10.300164002913707
160,4,3,19,2,0,0.8382202804929944,0.5255970058821966,7.98800068250718,12,1.5,1.1930038240208838,6.778950573603132
