restaurant_id,items_count,prep_complexity,time_of_day,orders_last_10min,external_load,merchant_reliability,rider_distance_km,actual_kpt
109,6,1,15,7,7,0.6298717731266839,2.4839256717278486,9.320429083667527
146,1,1,13,10,7,0.6609040520447507,3.75687343685432,10.752983559756276
111,3,1,2,19,5,0.6179433344741543,4.163436531352562,17.367354544680023
111,4,4,16,5,10,0.7169617974242054,2.7730058948136045,19.92259580240967
34,7,2,20,10,0,0.9466627696115626,2.2959587271686708,16.504741295344306
111,7,3,13,16,14,0.7357768822949537,4.619531158767942,31.31357007322974
8,4,1,17,9,7,0.6494767328269516,1.5388409882094045,8.392206069294028
168,3,1,2,16,3,0.8582775473535671,1.6563653497361501,15.558002029704236
113,2,1,21,1,14,0.9986403648219642,2.1272914130604668,4.523795312520538
83,5,3,18,5,13,0.6929295158127711,4.367596000867545,23.476658487940806
42,4,1,2,4,1,0.7118284021482277,4.724547188958842,4.54584508370122
169,3,3,11,3,0,0.9887388217123154,1.4903047163968783,9.517401613976787
101,6,2,21,1,6,0.6715105150201949,4.387415664340605,11.902810946835872
6,7,2,4,11,1,0.8044856269836655,1.6619133176085619,18.565850305113006
180,3,2,9,2,12,0.695860853206438,4.867885610374496,11.505987201403746
26,2,4,8,5,3,0.9729407591604975,3.1883355139171203,7.615365265246473
64,2,3,0,13,3,0.9926084058305176,0.5318891035132207,12.383022364566258
187,1,1,12,7,12,0.9258791384480062,0.6535845683203005,8.862380906324145
184,4,1,2,13,9,0.7259135263251242,1.1636803886211882,15.334133862019733
59,1,1,18,2,14,0.761394990112202,1.3440792101844052,7.760292461456054
109,7,1,10,15,0,0.6969222734665685,3.954286052719685,13.778469220865956
198,3,4,15,14,1,0.9563031868035966,1.5024464438762746,14.535650583194904
121,5,1,5,6,0,0.9658233110752632,4.861137290224369,3.1120896179582846
33,5,4,23,14,5,0.7675482648984189,3.3625042574132222,25.506159127599844
181,2,3,2,12,12,0.8626132279612007,3.61632879164083,16.637877766165303
150,5,2,18,5,2,0.6662212719098776,1.480174336783434,8.56442288188323
21,5,1,5,14,0,0.7739743601453636,4.517178413427882,11.995164421786797
198,7,2,7,16,11,0.852599642669399,3.5051655776896915,25.824889918613255
70,5,3,21,3,7,0.7541612474072078,4.389825309538388,16.103944573572836
112,3,3,12,13,13,0.743039810274584,4.804164937540522,20.045397538915466
4,5,1,11,14,11,0.600399596906777,1.065384396993184,14.164206974367431
94,6,3,9,11,13,0.9217173855108456,0.9346425362102555,23.08803840907396
75,5,2,2,18,3,0.9557350448085793,4.11533521965336,19.17794780558903
190,5,1,3,9,9,0.9877854118183329,4.397567265923766,10.268386576750581
62,1,4,0,5,6,0.8877085540276861,3.1269263939509355,5.9090566910988755
94,3,1,12,8,9,0.8195169249479538,2.1470024648773425,10.618540426552823
95,2,2,23,1,1,0.7077138079234837,3.436833362338507,6.9598773792976365
152,1,1,3,3,14,0.9997197903853994,1.875488326666058,6.805678229993973
55,4,1,21,8,5,0.8359011418128423,1.5727356146906066,12.929555063028912
137,3,2,10,14,5,0.8724616289321785,2.6966534428726945,13.802564149503784
131,6,1,18,12,6,0.872962464782127,1.4726922242287086,14.381781480557734
31,3,1,10,19,11,0.9381007183028726,2.676666237418278,19.34323091905653
40,4,2,11,7,0,0.6038690155387677,4.804729274586074,11.457296915324026
36,4,3,10,18,13,0.6880987761725488,4.279028160278257,26.20193186455901
152,4,2,5,18,11,0.8662136000680056,4.737339137750101,20.508201363462568
6,7,1,11,15,0,0.9580582947298271,4.128480386813114,14.340017379707438
66,2,4,8,10,14,0.8741355127685424,2.0963792117582454,18.499743831263544
75,5,4,9,9,1,0.7653965165974721,4.154203573482016,19.497475394776977
4,3,2,2,7,13,0.7446221983481046,4.653120845989463,16.828931270403608
79,7,4,2,0,10,0.8951792033133281,4.761661045266745,26.524438869045767
134,5,1,19,9,1,0.8964950788548773,3.5743903280824867,6.608630119412456
118,5,1,22,17,4,0.8428231970022761,1.4511498971680092,12.782036872943305
113,6,2,15,2,0,0.7165868096389348,0.6787811901411088,13.284659628886818
94,4,1,2,10,10,0.9700619273562174,1.162401026720701,11.274646078075923
179,2,3,9,17,1,0.8207519768474556,4.844961130522754,15.364386151365697
62,6,1,23,2,5,0.9161969424993323,2.5794357088674627,7.421313884832959
185,1,2,10,7,2,0.6857233048647327,4.347437066744259,6.866452544289246
194,7,3,7,13,3,0.7376163154458911,2.59269869101231,28.448394548894917
79,7,3,5,5,0,0.9498318065549369,3.4736791255692774,19.89496854925786
136,2,4,19,14,4,0.6200428119759873,0.6086334970505014,17.23145582373631
26,5,1,10,13,3,0.8049261245026649,1.6243922422371504,11.296402260668563
179,7,2,20,6,7,0.7926821919376036,2.4632117601916517,15.38548918849148
173,2,4,11,9,2,0.9004920755632329,3.3378397121937344,15.837947213354624
44,7,4,15,14,9,0.7127575082397329,1.2718453462393033,33.79081260409206
133,7,1,17,9,0,0.6876267287438398,3.940481589217205,9.41136843918553
70,4,1,12,16,13,0.9704531355092935,2.139821177613068,17.9366794393548
154,1,2,21,18,12,0.828683860783386,4.17845871155248,17.125542500682887
118,4,4,2,16,9,0.6418758273134618,0.9408609067778029,28.80180077411586
68,1,2,14,11,4,0.6772144648857285,3.5589046445706733,9.924784740290526
19,7,4,21,14,13,0.9995304238056993,1.8199774994292959,32.681090512456414
20,6,4,20,11,14,0.678243598500877,4.079224283551781,30.124236693958416
113,5,4,13,8,0,0.8441902045414715,2.309766921690848,19.133038409795894
140,7,1,17,4,10,0.7680512315982473,3.4940733451860493,13.51517973009608
47,1,4,13,3,4,0.9542396379399342,4.70437370886413,2.0506610198318933
1,1,4,4,11,8,0.9020674369181311,0.5928198440619397,12.983630517582725
90,1,4,20,15,4,0.8387805585047263,0.5500255205046813,13.985064447781824
142,7,3,13,8,1,0.604295592719193,3.9662566347952106,22.6561416630466
64,2,1,7,2,12,0.9519180829973839,3.4087687317863518,6.735987347131521
38,6,3,22,2,14,0.7778669883354865,1.818408742269947,23.14274576724587
37,2,1,14,17,1,0.9726310612074306,2.7247851624841806,8.724712991895009
126,5,2,14,16,9,0.7982156051416804,0.6887104951949093,22.394553447139593
139,7,3,18,9,8,0.8776897956730902,1.3660052241255836,24.321328555049448
100,1,2,19,1,11,0.6277170597866568,2.410233685372254,6.530337078875487
77,6,4,5,10,13,0.8980606614107143,4.253199872996671,29.96742312905121
3,6,2,18,2,4,0.7351984125247691,2.6585023228703815,12.629846404210687
161,3,2,7,1,10,0.7405436057327124,3.138631270366904,6.709300270840661
134,5,2,5,8,7,0.647462337883756,4.431892063972012,16.775656355080173
178,6,2,19,18,9,0.6587428594560809,1.8896851111498036,25.32423845894693
10,7,1,22,1,3,0.674303622482484,3.6531469449592517,5.7484262626600255
5,1,3,14,18,1,0.731282467428569,4.37750266405214,12.242370390286938
151,1,1,2,1,3,0.9567879651102422,1.4117706531327954,-0.7324673678912017
138,6,1,9,14,11,0.7473040952920322,2.104151743165246,14.884641308192862
172,2,1,14,2,10,0.8897450826252873,4.909145782502098,6.415339518415428
130,5,2,23,4,3,0.6330990015559486,4.9244835415829495,11.041547051877329
13,1,1,15,10,10,0.836439519708797,1.5045346863227205,9.452995394834346
168,6,3,16,6,8,0.7927564925081758,0.7990062750168265,17.914928923497165
130,1,1,18,5,9,0.9911831787818018,1.719147250895238,7.231748435850691
84,6,4,10,13,10,0.9384831079515852,2.2897938078665927,29.400425488693745
65,5,2,15,0,5,0.7819319089754599,2.484525204190237,7.437453281145871
63,6,4,4,16,14,0.9100571056181355,3.2846283829869063,36.531749760485184
101,3,3,4,16,9,0.677215496517511,4.547762420591959,17.9952595088927
73,6,3,13,13,14,0.8249345309567112,1.986566053582231,28.673966157036602
17,6,3,17,9,5,0.6298476222274833,4.324930409746438,18.04122805759802
9,7,3,7,7,4,0.7392356129006732,0.9206551441698211,18.649097167054865
143,5,1,4,7,5,0.6903448726488681,0.6884361453794663,10.284667070894134
152,7,2,6,13,0,0.8875639261300843,2.7682033240555755,16.552598669241
38,6,3,15,6,12,0.7960362764857446,0.7684800049877221,20.070231863012054
163,5,4,22,5,4,0.9004281915392042,2.266204105554036,21.099014453102622
94,3,3,13,3,11,0.8061181750525782,4.535501525911554,13.630393484202497
95,5,2,4,0,5,0.6345937768606554,1.58667366293363,4.975036056924706
49,1,4,23,14,7,0.8941470598930107,3.6768909880620644,15.230508971563767
69,7,4,8,14,3,0.9332917055951222,1.860644265755301,28.305647461807048
62,5,4,3,0,13,0.961412490365117,0.7021402485896102,17.161387949392385
188,3,1,3,19,4,0.8287967781226833,3.0051076163463923,12.501284557949026
178,4,3,15,2,3,0.901434143599798,4.256840707415383,10.413527217297146
78,6,1,23,4,6,0.9008177347530508,2.3426080175417874,8.553117185732841
117,5,4,16,4,9,0.6622999039195777,3.2778222190613917,18.305669719050947
120,6,1,14,3,5,0.6656882749838283,4.5501061894597665,4.942420166567208
137,2,1,3,16,13,0.6283542023236505,4.0536253073164445,14.921480035313044
162,1,1,5,19,3,0.7279654540561206,1.3724437972676868,10.85003396341517
76,7,3,15,13,5,0.7894034350964259,3.800227817142526,27.044790797712302
35,1,4,3,7,12,0.9991591411016868,2.758518613220684,10.575038546899439
1,2,4,5,1,3,0.7723973368272679,3.856850635487381,8.440465314173709
40,2,3,4,7,11,0.8904970354029483,2.7253199773499817,14.910655601162452
64,7,1,15,0,7,0.8773588105090138,1.075811738487363,8.456623384696996
150,5,1,15,3,10,0.6817927801002318,3.0645925101015763,3.2881944525683453
60,2,2,9,18,14,0.6234028605797746,2.7146029657880297,19.14516048830847
64,4,2,8,4,14,0.818402700613435,2.830647801386488,13.830583032956485
93,6,2,3,4,2,0.8801222369257904,4.455061041406417,11.13090797437677
72,6,3,13,19,7,0.9993007160745024,4.526766710178132,23.13704041239431
11,3,4,3,18,12,0.7434444209124683,2.5409169804457328,23.384940089647664
105,2,2,11,11,1,0.9585458248324387,2.5507941857603975,5.658419929285049
14,2,4,23,19,5,0.7527729823476745,2.818341314926772,16.9413288313417
60,4,4,9,0,7,0.875764683372205,2.838151752504156,14.031092729145778
30,1,4,3,6,0,0.8393011722068208,4.776742148806007,3.638292447663397
35,1,3,17,16,5,0.6211915173210387,3.4223021031987204,11.55159183868627
165,6,3,12,1,8,0.6313553707881033,1.7485564769957478,17.34135037478124
5,6,3,12,10,14,0.6083056358897844,2.8919155862929546,25.19897314628434
83,5,3,13,6,12,0.7483336338375958,3.322506123085923,20.502712549631717
123,7,2,17,16,9,0.8983204195064043,3.3789727445628404,22.663646778758455
78,4,1,0,2,9,0.6691021575962891,3.133644018071822,4.426577660703933
154,7,1,20,5,1,0.8423411873535583,1.299812695796918,5.353152987671189
62,7,1,15,10,10,0.7155311120124311,0.6511693508577836,14.512836430529262
132,3,2,14,17,12,0.9187970495916289,2.020293735650845,18.266454965277575
89,7,1,21,17,0,0.9193584596011963,2.423849695521141,11.13431854120865
42,3,2,4,9,1,0.9101658059865694,0.7781190780923897,10.232829228304343
89,7,2,5,4,4,0.8099334055205507,4.1673530210893075,14.604580098686213
146,4,2,5,14,5,0.7138266840319407,2.048348468796232,14.67076156944972
40,3,1,2,19,0,0.9237776175514538,4.611347357803271,11.625063238678933
72,1,4,15,3,6,0.6744402247756965,1.1948454852901933,4.50737250850198
39,3,1,11,0,10,0.7159038408114624,0.7562073062179104,7.6743280525756985
104,3,1,3,14,3,0.6735790824642486,2.670422469738448,15.090702547913756
14,4,3,0,16,8,0.8696840641550591,1.35108201571568,20.171457997355937
32,4,2,3,18,14,0.8744944112463272,4.718296740100375,24.898875875239597
179,3,4,0,13,14,0.8610039971147012,0.5463652930418252,20.95640759826654
125,2,3,20,18,14,0.7662405867458671,2.356788537765657,20.00359591171979
166,4,4,7,17,5,0.6400684028805733,4.6703649710532575,27.087243657913763
97,5,4,23,1,8,0.9644678338060084,2.2298819302839576,18.4313862586159
23,5,2,4,5,0,0.8030923856048953,0.9189917627020734,10.76778260226302
63,1,1,1,12,3,0.7627888779644366,1.863027242878042,7.435500426472123
143,7,2,11,16,1,0.8355299572993173,2.7410467722549505,16.023468825365075
153,3,2,21,5,5,0.6771161743276424,1.333182593044999,13.620591257498777
145,2,3,16,4,14,0.6530195116419497,2.5995276731446784,12.460414684246798
194,1,2,6,6,3,0.7622100885831774,4.263544381036269,5.4878149118759945
53,3,1,10,0,8,0.6908882776399642,4.4267808658847585,3.553168005095809
104,4,4,3,12,13,0.6977161178148659,0.7216733061982945,26.664831012197286
104,5,2,4,18,2,0.9570045951114118,1.2240651112365808,19.299163427290104
179,6,4,5,0,0,0.81230367087433,1.7388056109506187,14.460883313028564
39,2,2,10,12,10,0.7933876257293404,3.176896328994208,14.155423923151067
179,6,4,0,10,12,0.8757918374914389,2.124476414566102,31.20261833006904
198,5,2,9,6,10,0.9806192454706959,4.298184110507339,17.039635242404675
134,7,3,19,19,0,0.6448794257882257,3.7250234072732193,28.20313910289918
67,7,4,23,2,11,0.9334138268437029,0.952052104010787,28.701847282844035
135,6,2,20,0,8,0.8336076719471384,3.31050876130441,10.85259724359894
179,4,2,10,7,8,0.6584661415247349,1.008556814061403,10.8249903130666
42,3,3,23,16,4,0.7188597274755967,1.6476605133640703,16.7405329152949
192,4,3,16,12,14,0.7929445665858958,1.3004178509040263,19.71058009360036
15,6,3,7,13,1,0.8764708578309692,1.2787787714031722,19.468996112327904
111,4,4,12,4,8,0.6970428067813809,3.2737798614958664,16.297959795663004
157,5,4,19,5,12,0.8139515261870359,3.036222151493727,21.49068790306437
33,2,3,17,5,11,0.8738686509663447,1.292126687544771,12.616835206895178
155,4,1,21,7,12,0.7794963003390025,4.955777624382943,9.81555287249621
164,5,1,15,12,7,0.9452103844480704,2.398265295657322,16.48074010681603
157,2,2,1,17,12,0.9477836411361618,0.9368119766972148,19.482732798012822
38,7,1,4,3,10,0.7882764870561783,1.0425605762980181,13.202434494987962
185,3,2,17,16,9,0.9891702841635599,3.1275217117696763,15.543346919410176
97,6,4,2,4,9,0.630234036962179,4.905812315225628,25.240125055670223
155,7,4,21,2,5,0.6013449513291746,3.07377995728639,22.81152071013022
183,3,1,16,3,6,0.7522673055215676,4.770686644774868,6.130176977180807
33,7,4,15,4,11,0.8404388245490038,2.4985978284111203,25.083680621691222
196,1,3,5,13,5,0.8516800629798643,2.461284966434054,13.121233637862865
86,7,3,18,14,14,0.7905782945175315,2.75003311692147,29.32905276328851
66,5,1,6,19,14,0.6499533252962585,3.6384145616999986,21.70578302794194
10,2,1,17,16,4,0.6681990087151577,2.154271849030997,12.840550284633313
5,7,2,13,5,3,0.9408591935408037,4.387487147055307,12.710353522196991
123,4,4,5,9,6,0.9471644526957045,0.6317662314566581,17.709149236877117
74,3,2,7,15,3,0.869559415144288,2.4789388776279906,13.320465700120002
97,7,2,14,16,9,0.8656871889115529,2.7994633249096306,25.174556989791917
118,2,3,14,13,9,0.839072851211123,3.231645072183933,15.12788344033431
38,5,3,14,19,9,0.6811703542807953,1.7423236056463847,27.743574863365186
141,1,3,15,11,8,0.7713002801039612,2.4236598694362588,13.045582518124995
159,3,3,0,8,4,0.8783578605853515,2.680419875963255,11.858378515307457
47,6,2,10,14,7,0.8149009088013355,3.5910949040744597,19.644845179594398
109,2,3,4,11,11,0.6074321336220396,3.9809488313111627,15.962750490233397
180,6,4,4,13,12,0.9814227226880393,3.8202229730470423,33.32196380578914
184,2,3,20,17,14,0.9379264210288574,2.0371237353031337,19.43758396935035
15,2,3,5,19,11,0.7042180056438951,4.997527353463836,22.567065040369812
157,5,3,1,5,11,0.8465835740665184,4.3189939030423075,19.31708775572291
136,5,1,5,3,5,0.9692957534912751,1.6701051791523602,4.888186626002415
5,5,4,13,11,3,0.6384044048454606,1.3779761255277239,22.73920348785188
157,7,4,10,12,11,0.8012117923186802,1.913095627625257,31.256308344955258
47,4,2,3,18,2,0.7824972103385178,2.535551838498402,13.94299103609627
68,2,2,23,12,10,0.7640820021134129,4.328597202438262,15.08553449288129
76,3,3,8,11,5,0.93423544355717,4.002630187075405,16.027066955495204
173,6,1,23,19,0,0.7522584586789829,4.330607555776442,14.6294355898882
130,5,2,2,2,1,0.625465333296403,1.723807017096478,8.544432068179532
155,7,2,15,2,6,0.626335096865721,3.170575501033263,12.993802471658736
95,5,3,10,13,14,0.6170978426098436,1.774620780248185,25.905563165049163
115,6,3,3,17,3,0.7636581687496149,0.9906042232377191,28.535641204229684
164,6,2,0,18,4,0.8873625110793439,3.5788898456360627,22.644668418348317
36,2,2,20,9,14,0.6814889847722062,1.1434889803794746,14.084907372601855
26,5,4,21,16,10,0.8585874081726197,3.5046399276791216,28.556446474132922
43,6,1,15,14,9,0.8748353888414817,3.415839372074341,15.197547212774037
27,4,4,18,18,0,0.7020808496062392,4.146117999908077,19.37370358910666
69,4,2,15,8,1,0.8402230624242517,1.1279957205360398,9.053728180694714
148,5,4,10,3,3,0.8739473360107389,4.025660668289649,18.90056891298544
11,7,4,7,14,7,0.7866454491208503,4.996744366758067,30.86267257480825
74,6,2,22,18,9,0.734686638912038,4.329691018636559,22.870512079806993
104,2,3,0,15,3,0.8476606206297309,3.883154343474498,11.368316474314824
38,2,2,20,7,13,0.9911388349312228,3.479744096126184,13.488611590247903
134,7,3,8,16,2,0.7707365637475913,2.3980166810844326,23.312063616228418
23,2,2,11,0,2,0.7566940385140484,3.78725075551221,3.871967737495576
47,1,2,21,6,11,0.7857067609704453,3.7588011581320395,11.185867698205271
90,5,2,7,17,4,0.6304873573780193,3.341742272092797,18.292273593435016
46,2,1,16,11,2,0.821265311868556,4.0832527023402285,6.183622545344177
107,4,3,9,15,7,0.7314789548869054,2.519437497920756,21.587277996903
140,6,1,6,0,4,0.648568848932505,1.0456372045957578,8.7077125933878
141,3,2,18,14,11,0.7865026964469494,3.0158047742415683,19.81034972920608
104,7,4,5,6,13,0.6013535946295909,1.6926958792010418,31.149771928196046
190,3,1,20,16,11,0.7607140980651036,2.2299489384311757,14.212206664906631
111,2,3,23,2,13,0.6422941071705802,0.578367067735517,10.751226847613472
104,3,2,23,10,6,0.6097170813599121,2.222557645630475,9.200748117661092
60,3,1,18,5,10,0.9297900184978009,4.139604977609546,7.429009713436362
171,1,4,17,5,7,0.9664995213130539,2.942250651222147,8.668092848761695
100,4,1,14,14,4,0.6830698593436426,0.5441023712028696,11.498446113239577
68,7,3,1,6,7,0.8157193055337045,2.614297191079313,21.0676631088794
133,4,1,13,10,11,0.711183262852394,1.8115324144043334,13.166656265560746
120,1,4,20,16,14,0.7974309754688729,2.64897794928727,17.66643041571567
37,1,4,9,17,2,0.7746525283576641,2.321117246515447,14.361681224145428
72,3,3,15,18,14,0.7076204220321942,4.693906488008217,20.931246754846743
127,5,4,6,7,13,0.880157431854119,0.6852978453335712,25.99262026552113
106,6,2,7,19,11,0.6505963837281017,3.576146050768695,25.106530500962915
92,6,4,9,7,6,0.6212291128685469,4.329619683357837,26.026098095585326
31,3,2,14,10,7,0.9070701732149117,4.816573630927139,9.707655693731892
122,6,1,7,2,6,0.8663720124882719,1.2993630194493315,9.033348619949438
137,1,2,12,13,13,0.7994104496585592,2.8908716088478723,15.387260189027995
51,4,2,11,8,1,0.7871159081890167,0.6961530979274536,13.472183204900457
29,6,1,7,0,7,0.7989645517965704,2.7463258600478984,5.036597089236904
40,7,4,14,0,5,0.7748096304394692,1.0645614029344186,22.18042853320469
41,3,2,11,11,9,0.7571569183324717,4.27053503614421,10.817320868936557
11,5,4,10,10,2,0.7998762411544481,1.0124150117241417,19.75305082735256
151,3,1,18,0,3,0.8114060684639042,2.8097976217392286,5.145796168233501
1,2,3,13,19,6,0.8767609256334483,2.844932310467392,18.036603876197816
46,3,4,17,11,2,0.884482864293609,4.872427240692224,13.978320442032501
101,1,4,12,16,0,0.7510516320560578,3.4474131231749965,11.56407945739787
149,4,3,3,14,5,0.7654162090973955,1.7952813188456087,18.846066742460568
90,4,3,16,1,2,0.7494788678944893,1.583596894721623,5.88278005683751
110,7,1,18,17,10,0.8146143094502841,1.077116925402792,15.714457547742375
164,6,4,8,15,14,0.7813414151656781,3.904316258220768,35.85086642018918
182,1,4,22,3,9,0.9558385852544774,3.608404952820524,9.061544357904815
57,2,1,6,7,5,0.878544506766589,3.244447072886477,3.573851133555668
1,1,4,0,1,9,0.9594625535017782,0.6837819932749476,6.127341332920671
63,3,2,6,13,11,0.8836547966237702,3.9327298987743253,14.901280741309458
182,1,2,6,14,2,0.9883968594095256,3.3884940971681563,11.20088181197787
55,1,2,19,8,5,0.8542947113021075,4.8374999064971975,8.086548933573837
115,7,4,6,1,10,0.9854200552652219,3.1424095844456543,23.819949981158814
168,2,2,7,16,3,0.6632679561637704,1.8677835799776865,13.213945756320395
143,3,2,15,9,12,0.6209910723317615,2.216842484851941,14.875796391008416
149,5,1,2,8,3,0.8316500740815437,1.291283174202046,8.559955983248257
175,7,1,12,1,9,0.99339728231991,3.753113819906233,7.692966665278201
53,5,3,9,18,9,0.7670420989209588,3.684747470097764,25.81556651047981
137,7,3,17,16,10,0.6848173448771838,1.4029250696495432,28.32882569356327
180,4,3,6,10,1,0.8086165796774056,1.2132019543202537,12.107151026476213
57,7,3,20,16,13,0.8595194498315555,0.8465221994098757,28.687866132017064
117,6,1,20,9,3,0.7260714782063555,4.603890846567913,8.149647751833871
154,1,1,4,17,10,0.8859077433997038,1.5488142516268302,15.072750772207316
169,4,1,22,5,11,0.9900458028182904,2.0487358703831178,10.618852069553624
35,2,2,23,15,3,0.9587852486842467,1.762270287698708,14.703480089582776
63,5,2,21,17,10,0.7166341494048781,2.3613107117485597,21.309793586545553
25,7,3,6,19,6,0.7306894732578393,3.7132195972211752,31.14143944283492
90,1,2,21,17,4,0.7486164897798354,4.41768035176828,12.396892246808612
75,2,4,16,0,7,0.7578211113574581,1.3216943728784307,8.983554242804306
38,6,1,3,2,6,0.6401277996773117,3.588855546835243,9.336479260761223
130,2,3,23,14,9,0.9047851355557157,2.0865296400911832,17.054523890043402
135,1,3,22,19,8,0.7461357054442802,4.912372257337817,16.524608568566386
162,6,4,15,9,7,0.9519279906821809,1.8451362167783458,24.968992179853746
91,2,2,18,4,14,0.9707762492480435,0.5323683020353698,11.210044319665979
17,6,3,9,14,8,0.6097725237230752,2.8203798830893034,28.30905729154143
128,7,2,2,13,0,0.9954012279712825,1.1782898792417198,17.359862338594372
171,7,2,2,14,9,0.8840090926000739,0.700224920682796,21.541299988633753
187,1,4,16,9,12,0.808156890397185,3.6422115437646885,14.626486824917848
108,1,3,9,8,11,0.7558110433490213,3.7951667712880544,8.418131131932746
179,6,2,16,11,2,0.8074072530438852,2.5731455590242613,14.86527848710825
182,3,2,21,6,4,0.7298498895913778,3.545984825404598,6.97875038051395
152,4,4,16,4,8,0.8490751254786193,2.9220775171121023,17.258877487976797
25,2,4,20,9,7,0.6371921105779165,3.3341049847486923,16.518575781399324
199,2,2,3,7,13,0.8484490411647241,3.1851678793458253,13.484861192183503
180,3,4,20,19,9,0.7101379400553777,3.4962024382501657,20.343809891240767
198,3,2,22,15,6,0.6070539316209386,1.3983379190292706,14.348463747458675
88,3,3,5,11,1,0.821082306465151,1.7091797901651509,9.659705925562742
161,5,1,11,8,14,0.8313791023410786,2.479834172784614,16.253820151515566
177,5,4,21,9,10,0.7706276018846144,2.5075760423863387,23.693810466552044
29,6,1,19,15,5,0.6289144930201267,3.984852702141069,15.193956655509455
63,5,2,16,9,3,0.9573371811216767,2.1532714665328943,13.233410484917783
150,7,2,16,8,4,0.8445723228911556,1.2312732022663206,16.722565693913236
154,7,2,9,2,13,0.6462853198275879,1.6315968672098415,11.821950283455713
156,1,1,6,18,4,0.8043722306376591,1.4663007607290277,12.713510412003641
114,6,2,15,10,12,0.7989017263793886,3.792470086652099,18.905270419422305
49,2,4,12,5,3,0.6241607475171708,2.6165282658169193,11.34328088300633
199,4,3,2,5,3,0.842743881441179,3.6888381408694255,12.82003477527017
81,1,3,1,14,14,0.9233305595686258,2.3729885634093213,17.21673557437223
84,2,4,15,14,3,0.8996032216993912,4.503810211267573,13.044463756324623
105,2,3,5,12,10,0.6811877656656733,4.925841384752306,13.37978724337514
177,6,1,5,4,1,0.9449170118216845,3.5142912891617524,7.590864670985089
148,3,2,12,13,0,0.7370168662637404,4.387156507562985,12.252775277280636
118,3,2,6,1,11,0.9786033513167766,2.785699702274282,9.387222113395735
86,1,2,4,11,1,0.6286991856902855,4.705793781592585,7.884155428901387
63,3,1,23,19,6,0.7944834754079371,4.242139185527726,16.052288261292222
189,2,1,6,13,11,0.8388497508710197,4.963003572947176,10.6377823143218
104,3,1,1,18,0,0.6990600393898418,3.3039218089750126,13.953015797220306
49,5,4,16,19,5,0.9085520754880911,4.006430331207028,27.774784371400596
71,3,1,12,14,3,0.8507582719242868,2.9429066299019606,10.34740809636918
1,2,3,20,19,1,0.6072437749151822,1.6660404692214028,14.649281100970597
141,6,4,20,16,14,0.8433474362784943,2.0963982700839097,29.174197471101404
179,1,4,15,13,14,0.7965912937673786,4.523024366290922,17.55721154376832
123,4,4,19,17,2,0.6784116806814031,0.7517657596937926,20.646399949386662
184,3,1,1,4,6,0.9982992908238119,3.1616594873348367,6.019517919941955
62,7,4,4,11,5,0.958864877931046,2.176178146268489,27.941846804215906
32,7,1,17,9,14,0.7170030780116254,2.2401164210250006,15.878942292211994
158,2,1,6,7,14,0.8164283683194465,4.480570428861952,10.368837152299008
29,4,4,10,5,5,0.7266008559641163,4.342200685458019,15.160114629277102
49,4,2,10,14,7,0.9101983006544312,3.194790690076109,16.027811731166693
173,5,2,21,11,7,0.972132573278582,1.7281348133195027,15.193914844844015
30,4,4,16,5,5,0.7435314427657534,2.639553557729108,14.73200743671433
144,7,2,15,11,0,0.922233699657451,2.337320272051472,18.301274088396294
168,6,3,12,14,9,0.7993630170852819,2.091281131411229,24.09839315753133
19,2,3,21,11,12,0.758631424524631,0.9625351035078339,17.006885163440703
18,2,1,4,8,6,0.975368740839508,2.9440124902189417,8.785739734799906
1,3,2,19,18,7,0.8041618754876125,1.8582408404351762,19.33954073706058
78,3,3,15,1,4,0.786964200102986,3.473635743173878,7.135102528087009
115,3,4,21,12,12,0.8689737607849373,1.9364177112148884,20.664573367558543
175,7,2,21,12,10,0.7044936804073137,2.4402357191066075,21.655329366159602
194,7,3,15,7,3,0.7299171483153263,0.735621683874834,22.094594671399577
113,7,3,15,12,6,0.9728183344954491,4.966421314574649,24.569616674760958
114,7,4,13,3,11,0.8714119381747769,2.784246724738291,28.874135844605817
166,7,1,5,5,11,0.9306548591084023,0.6090691737387777,11.727106327328848
179,7,4,1,5,10,0.7084447047741719,2.9355379644251482,31.21750291913525
63,6,1,13,11,12,0.8175160759719489,4.416592996875424,15.74148154401297
132,7,3,15,11,5,0.9885585067957993,3.976484604197912,23.658693032495904
129,4,1,22,16,11,0.727481559611287,3.6540800785825436,17.524052417523016
8,4,3,19,6,5,0.6641905905268167,1.127590945695657,17.642619413393366
157,5,3,12,14,13,0.8043544032898656,3.4598168554436257,24.08092063835933
55,6,2,14,16,2,0.7551284354899505,3.9483427010551715,20.768593119537464
103,3,1,11,9,10,0.6638308931146853,3.0758857878447348,9.837165790444667
131,1,1,8,19,9,0.9554205530813472,4.517370520341582,14.876817189207923
32,7,1,17,5,14,0.9962895642215112,1.7464540180319843,12.017869533219901
10,5,4,20,8,3,0.8274328722759992,1.5896511488266276,19.902510226142073
110,1,2,13,14,4,0.9098707073493816,4.4130638522419074,8.823166461684638
162,4,2,19,15,8,0.9436153478185199,3.314292093461536,18.909204405970456
124,5,2,3,7,7,0.8803928024087307,0.506512492344497,12.944726116084032
87,5,4,7,15,2,0.6176624196446925,2.0890913382997365,25.825089188920778
55,2,1,7,4,5,0.6630536926867271,4.360351936166035,4.120234669376133
